text,hygiene,,,,
"Went here for Restaurant Week.  Most RW discounts are tiny but  at Oceanaire it's a real bargain.  Compared to the standard prices you are saving 40%.The 'room' feels as if it is an atrium with a two story ceiling - open airy decorated like from the thirties with billie holiday playing on the sound system.  It actually reminded me of The Shining.  You know as the camera slowly dollies down the empty hallways evoking a spooky feeling of the horror about to ensue.The waitress was incredibly gracious and accomodating explaining their expensive menu... until we asked for the restaurant week menu.   She instantly became cold and curt and remained so until we ordered drinks and an extra appetizer.  Suddenly we were back in her good graces and she returned to her vivacious accomodating demeanor.    Note to self:  Ordering overpriced drinks = better service.Most entrees vary between $27 - $33.  Appetizers are generally $7 - $10.  Desserts are about $7.  And sides which you need to order separately from your meal are $5 - $10.Like a lot of 'high-end' mass marketed restaurants these days sides are served and priced separately.  Someone must have written an article in a restauranteur magazine since its been so heavily adopted.  Ruth Chris. Henrietta's Table etc.  We started with escargot - submerged in butter and pesto sauce.  The escargot was not as frightening as I expected.  It was succulent though oversalted.  On a scale of 1 - 10 it earned an 8.Next came clam chowder.  A much lighter brothier version than that offered at Legal's.  If you think Legal's is too heavy with cream and butter Oceanaire's is an excellent alternative.  It earns an 8.The Caesar Salad was the first miss.  We were led to believe it would be traditional Caesar with shaved parmesan and anchovies which you'd expect at a seafood restaurant.  Instead it seemed like overly chopped romaine with bottled Ranch Dressing and Pepperidge Farm croutons.  It earns a 2.For the main course we ordered the crabcake dinner plate and flounder with shrimp and brie stuffing.The crabcakes were the stars of the meal.  Rate them a nine.  It wasn't a traditional crabcake of 90% bread and 10% crab.  Instead it was 95% of fresh crab mixed with mayonnaise and sauteed for a minute on each side.  Delicious.  Ya know when Crab is served fresh it's actually good.  Makes me wonder what all those other restaurants are serving.The flounder was a real miss and you should avoid ordering it.  It tasted assembly line made instead of something freshly prepared like one would expect from a restaurant of this caliber.  It seemed like it had been sitting in a steamer tray at a buffet for hours - exceedingly dry and mediocre.  I'd rate it a 1.For sides we ordered the ""hash browns"".  Our waitress warned us about them but her warning made it more appealing - it is served heavy with tabasco and bacon.  We ordered the small which can easily serve six people. The large is 4 pounds!  It is a giant 3 inch deep disc browned and crispy on both sides with a healthy dollop of chopped bacon in the center.  It was gorgeous to look at.The waitress wasn't kidding about the tabasco.  You could smell it from across the room.  Based on the description I would rate it a 10 - crispy crunchy potatoes with bacon and hot sauce.  I LOVE tabasco on french fries.  But alas in my opinion this was a miss.  There wasn't just a little bacon in the hash.  It felt like there was a pound of bacon and it seemed as if the mixture of shredded potatoes and bacon and onions with cream had been prepared in a frying pan in such a way as to be certain the potatoes sucked up all the bacon fat that is usually drained away when you cook bacon at home.  Frankly it tasted like a coronary.   While the outside was beautifully crispy and crunchy the inside was creamy and heavy.  Tabasco does not go well on creamy foods.  It needs a something more solid to contrast against.  As a result it just tasted like a scoop of scorching lard.  My partner who loves high fat foods called it 'heaven' and raved about it saying it was the highlight of the meal.  On everything else we were in complete agreement.  Here though I'd rate it a 2 he'd rate it a 10.We concluded with desserts which tasted like they were pre-made at the oceanaire factory.  Adequate but nothing to write home about.  All in all this would fall under the description 'high end chain food'.   Similar to Ruth Chris.  Better but similar to cheesecake factory.  It was good but it felt a little 'mechanical' a little formulaic like everything the staff did came from a manual.  It just didn't feel authentic.  It didn't feel like we were enjoying a truly unique experience like one gets at high end locally owned restaurants.But I enjoyed it nonetheless and might go back.  The ambiance counts for a lot and its preferably to eating in a basement like at ruth chris.",yes,,,,
"I came here with a few friends for restaurant week last year and there were mixed emotions all of which come from me. I'll give you a slight play by play here. So half of the party gets there first and is seated. My friend and I arrive 2 or 3 minutes later and are rudely ""greeted"" he didn't really greet us by the host. Now at the table the four of us are introduced to our waiter. Side analysis of the waiter. He was a very good server. He was very attentive but maybe tooo attentive. He was for lack of a better word creepy. After looking at our choices most order off RW menu. All courses com out in a timely manner and is delicious! Me being the super eater I am can barely even finish my entree which had no side. Kind of weak I know. But we all finish what we can. So to sum up my ""play by play""; despite the pissy maitre d' and creepiness: service was very good restaurant is beautiful and food is yummy. I am coming back. last side note. doorman was cute.",yes,,,,
"This is my go-to place for Friday night Happy Hour when I'm in the mood for something a bit more civilized than my norm.  I have also been to/hosted gatherings here.  The food is fantastic -  some of my favorites are the fish tacos sliders truffle fries steamed mussels and shrimp.   On to service - the other night my friend and I were there enjoying a fantastic evening with attentive and friendly bartenders when a ""gentleman"" sat at the raw bar next to us.  This person was so extremely rude to the bartenders.   At one point he literally threw the check and the pen at the staff and the pen bounced and hit my friend square in the chest.   Not being shy my friend had to call him on it.  He did apologize but then started asking us all sorts of questions about ""being from Boston"" and ""did we go to college"" and ""why couldn't he detect an accent?""....Um not all of us are extras from Ben Affleck movies.   In any case - the bartenders were so extremely patient and kind to this jerk that we felt the need to talk to manager and make sure they got a pat on the back.  KUDOS FELLAS!!   FIVE STARS FOR THE SERVICE ALONE!!",yes,,,,
"sometimes the owner guy at the register might be a little rude but i think it might be a ""cultural misunderstanding.""  he just has this grievous-looking face but i've only been here a few times so don't know if he normally smiles or not.  he did tell me to have a nice day after i got my food.TODAY:the owner did warn me it takes a long time for the salmon to cook; not because fish itself takes any longer than for chicken or steak to cook it's technically the fastest meat to cook but because their customers usually order chicken or steak before they would fish... so like 10 people got their orders BEFORE me even though i came before all of them.  so with my 30 minute lunch break i waited a whopping 25 minutes for the wrap.  get this when i got there there was only one other guy waiting for his food so i don't know what took my fish so long.  both times that i have been here i ordered the salmon pita wrap because i happened to be craving some grilled fish.  it's ok.. a little bland and they tend to drizzle the hot sauce which is not spicy at all onto the wrong places in the wrap.  there is always sauce dripping out of the pita and wrapper before i even get to take a bite.other than that i don't recommend this place because the food is kind of boring.  not flavorful like how i expect most middle eastern food would taste.  also this place is wicked expensive.  so i got a bottle of pepsi and a salmon wrap; the cost was close to $12.",yes,,,,
Absolutely stunning inside no doubt about it one of the most beautiful places in all the Boston bar/restaurant scene the space is artistic and exciting interesting yet soothing. Chic beyond belief and a martini menu to match but not the crowd to nor the bar staff.Bartender made us the wrong drink and only sort of offered to make us the right one but never did and still charged us for it.  --This is not a $7 martini either.  Crowd was rude and obnoxious as were the waitstaff.Just because you're gorgeous doesn't mean you can be so rude Banq.,no,,,,
after reading numerous reviews of this place i must admit i was a bit leery of coming here for food.  ever since i had introduced my friend to the gorgeous space and we would wander by in the south end we would loiter around outside staring in through the windows like charlie in the candy store but we never had the opportunity to dine at this establishment.  however a couple of my friends and i decided to make a date of it for brunch.  once inside the tiny non-descript door beneath the historic canopy the interiors were as theatrical as they looked outside.  the space is designed and built by local architects officedA of which i am a big fan.  they are also known for creating the majestic interiors of mantra in downtown crossing.  the extruded wood pieces that create the inundating ceiling [as if you were in the rib cage of a vastly deformed whale] subdued the noise that would potentially be in such a space without carpeting or wall coverings.  the tables were seated far apart to induce private conversations without the fear or discomfort of being overheard.  great for private people who don't venture from their homes.and alas the food was great!  maybe you can't really screw up brunch that badly but the small menu featured classics such as eggs benedict with a few twists to it.  there were three different types of eggs benedict:  the classic ham the salmon and the salmon with rock shrimp.  we ventured forth with the salmon with rock shrimp which is also accompanied with wasabi butter if you choose.  despite my lack of having a sweet tooth i was also enamored by the banq classic french toast with lavender honey.  nevertheless their bloody marys could use a little improvement.at a place like this dining here is not complete without a visit to the facilities.  unlike places like 28 degrees the bathrooms were a bit bland.  nice but the attention was definitely lavished upon the outside dining space.  what a concept!,yes,,,,
"RUDE!Attempted brunch there today after contemplating the many choices in the area and decided to give it a try.Place had at most a half dozen people seated in there and waitress took us right away and seated us all the way in back. The ""bench"" on the wall that I was sitting on was very uncomfortable for my back. I simply requested if we might be able to be seated at one of the many other tables with chairs that were free. Waitress needed to get permission first and upon doing so came back to us to say it was OK to move to another assigned table. As my friend and I were getting up to move the lovely hostess walked over and questioned "" so what do guys have big plans to spread out"" implying our need for the table which happen to seat four. I explained the bench was very uncomfortable and we were told to move to this other table. At this point having to explain this twice almost apologizing asking not to sit on what amounts to wooden sticks then being rudely questioned by the head hostess left me just wanting to rush out of there.Place was not busy maybe 6 patrons in the whole restaurant  they should have been happy to accommodate us. There are plenty of choices out there and paying premium prices for eggs and bread with all the attitude isn't going to work in their favor. Get a grip your on centre st. in JP!   Hostess needs to be grateful people are walking in and try to make their experience a pleasant one and not one to make a person want to leave. Went to Ulas instead had a great brunch less than half the price and actual smiles from the help!",no,,,,
Good place for takeout or dining.  Fish quality is solid.  Never been wowed by the rolls or nigiri but never had a bad experience either.  Perfectly good place for utility sushi.  Good lunch specials and timely service.,yes,,,,
Huge disappointment - I stopped in for lunch a few weeks ago ..I wanted to grab a burger to go .. The person at the count was very nice and helpful ... I ordered a grilled chicken sandwich .... I waited at the counter .... as I stood and waited I saw two guys walk in the restaurant and and then go behind the counter ... they were welcomed by the guy making my sandwich ... they were hi - fiving and hugging and chatting ... then the guy started making my sandwich ... the guys just stood there still talking and laughing ... what the hell ... he is making my sandwich with bare hands that he just was hi - fiving and whatnot with these people that just walked in off the street ... god only knows what made it into my sandwich .... I took it and left ... I should have refused to buy it ... I threw it away and plan to never return ... gross I will never return to this disgusting establishment ... they should get a visit from the health dept.,no,,,,
Love the salsa and the tacos. Their tostada's are great at well. The food is super fresh!,yes,,,,
Clean pleasant music but not blaring very pleasant friendly staff  and that is before the food. Get the tongue tacos and Burria on weekends. Homemade drinks are great pineapple or tamarind.,yes,,,,
Forest Hills Pizza love of my life fire of my loins! Seriously I love this place. The family who owns it are amazingly friendly people. They knew me as a Forest Hills resident poor college student who bought pizza from them almost every night. Tragically the restaurant was struck by a fire in 2007 only to be rebuilt and better than ever in 2008. I cannot tell you how I rejoiced when I heard the news. They smile everytime I come in the door ask how I am and thank me generously when I stand on my tip-toes to put dollars in their tip jar.You can pick up a small pizza fit for one for around 5 bucks a little extra if you desire toppings. The grilled chicken salad with pita bread is amazing and healthy too. They give you tons of fresh veggies again for around $5! The chicken is marinated and grilled and helps make a healthy dinner a little less boring. The chicken sandwich is also noteworthy. When in Forest Hills Cemetery Franklin Park the Arboretum stop by Forest Hills Pizza and sit on the rainbow cafeteria style booths and share a basket of fries with someone you love.,yes,,,,
Wisteria has really good Taiwanese food. very tasty. However the smoothies they have on the menu- none of the employees seem to know how to make.  I saw them tasting while making it with a spoon right out of the blender and reuse the same unwashed spoon to try again later.  It's so unsanitary one guy even scooped out another spoonful to give his coworker to try. Just gross.. I immediately asked for my money back. Such a shame.. bc their food does taste good.,no,,,,
This place is bright and new and clean - and yet another addition to my neighborhood. Keep them coming! I had a bagel with cream cheese and a bottled water - there wasn't much they had to do to it. The man had their home made iced tea and an egg sandwich. Although the sandwich was pressed nicely and the cheese was melty they forgot his bacon. I had ordered it to go so by the time we realized this it was too late. He enjoyed the sandwich but would have preferred it with bacon.The menu appears to be simple yet effective soups salads sandwiches breakfast sandwiches and pastries etc.. And the best news is that they deliver until 8pm. We haven't tried that yet but it's nice to know it's an option. Oh and it's in the McAllen building which is G-R-E-E-N as is environmentally conscious not the color.,yes,,,,
Just moved to South Boston a couple weeks ago and I have finally found a place in the neighborhood that is: - meticulously clean...the minimal design aids this effort - large communal and small private table - free wi-fi - good coffees and tea - take credit cards - vegan / vegetarian foodSophia's is a wonderful compliment to the beautiful Macallen building...now I got to convince them to stay open late for a couple nights per week and to get a liquor license.,yes,,,,
I love the chocolate scones. MMMMM.While the prices for some things are a bit steep.. the ingredients are fresh and the sandwiches are made to order. The owners are super friendly and accomodating. The tables are always washed down and the place is always clean. Its such a conveinient location across from the T.. its a good option to Dunkin Donuts before the morning commute.,yes,,,,
Delicious food that is consistently fresh and appealing.  Their cinnamon chip scones are the best I've ever had and their lattes are soothing and tasty.  Turkey or ham sandwiches practically overflow: they really do not skimp on the meat.  Also the raw snowballs almonds dates coconut flakes and a host of other tasty things are absolutely delicious.  Very friendly service very clean place and the free WiFi is definitely a bonus.Knocking off a star for two reasons: first is that some of their servers are really slow when preparing sandwiches.  Better than they used to be a few months ago though I've noted!  The other is that it seems to lack personality.  I'm the kind of gal who likes texture color comfort in her surroundings, the contemporary white and bamboo and lots of white walls aren't my thing.Overall though definitely worth checking out if you're in the area.  I'm really glad they're here.,yes,,,
1. Great coffee  2. Breakfast sandwiches  wrap excellent and reasonable. 3. Sandwich  wrap pannini  salad very good. 4 service pretty good its a take out. ? Looking for a massage go acoss the street to so boston yoga 5. Little things owner is often on site making the fresh baked muffins at 7am  impeccably clean restroom  neighborhood savy the expensive residences next door have a bunch of new mothers . They gather too chill out. Or whatever carreer type   mothers do   . Sophia's has a toy box for them. 6. Free wifi great place to work away from the distractions of the office. Perfect to study.  7. For the city pretty ample free parking. 8.  Value I am a cheap shit I hate paying more than $ 5.00 for a sandwich or a sub . Their sandwiches muffins. Food and beverges are so good price does not entire the picture.,yes,,,,
I love this place!! It replaced Christopher's Cafe which had it's own charm good cookies and coffee but wasn't exactly clean... but I digress Anyway the only downside is the hours. They are open 8-3 Mon-Fri.. 10-3 Saturday and closed Sunday.The food is great.  Gourmet soups creative sandwiches and comfortable favorites The Meltdown ... 3 kinds of cheese melted on texas toast.  The bagels are big soft and tasty.  Coffee is good and strong.  Try the muffins... whether you get the tiny muffin for 50 cents or the large muffin for $1  you'll be pleased! they have a website www.eatatblunch.com Check it out.,yes,,,,
"do not fear ""blunch"" because of its terrible name. embrace it cause it's delicious!i get the feeling this place is a true labor of love - the woman working when i visited was i think the owner? when my boyfriend was sad that the sandwich he wanted to order was sold out she offered to make him up something special instead! how nice is that?the veg options are somewhat limited. there's a vegetable sandwich a grilled cheese the meltdown and a new veggie burger. my grilled cheese was delicious. there was probably an entire block of cheese in there but whatevs it was delicious. my boyfriend had the big papi and he LOVED it. the place is really cute and clean inside. i look forward to visiting again  and trying a whole wheat bagel sandwich!",yes,,,,
Awesome.  I just had the Tea Sandwhich: chicken breast boursin cheese cucumbers tomatoes greens lemon aioli on a panini.  Only way it could have been better was if I saw that it was available on the wrap.Great friendly service and the place is super clean and happy inside.  Small but that's a good way to chat up your  neighbor.,yes,,,,
"I went to Boston for the first time this Spring Break and this was our first stop. Well technically Dunkin' was my first stop but that was a tragedy I shall not elaborate on.  We had arrived too late to go to Mike and Patty's but Yelp informed us that Blunch was pretty similar since we were in the mood for sandwiches.The store itself is very quaint. Kind of small with only a handful of seats at a window-side counter and a small table. It was no problem finding a seat because we were there around 2PM but I can see how seating could be a problem during prime eating time. Definitely not a place to bring parties exceeding three or four unless you take out.Quite the variety on the menu including a daily Soup and Sandwich whim. When we asked the manager for a recommendation she replied ""That's like asking me to choose between my own children!"". Personally I don't see how that's a problem because my parents would totally choose me hands down.  My sister and I ended up choosing The Piglet because we are huge fans of bacon. The maple aioli really made the sandwich. Mm. We also bought the chocolate chip cookies that previous Yelp reviews have been raving over. Not over-hyped that was a crack cookie yes indeed. Crunchy on the outside soft gooey and chewy in the center even after we had left it sitting for an hour as we devoured our sandwiches. Rating Breakdown:2/2 stars for Taste - Delicious original and clean!1/1 star for Value - I don't usually venture outside my $5 footlong budget but at ~$7 a sandwich definitely worth it.1/1 Star for Customer Service - The manager was both helpful friendly. When she saw that my sister and I were sharing a sandwich she even cut it in half and served them on separate plates.And finally one bonus star because if I ever go back to Boston I would definitely come again.",yes,,,,
Picked up a nice bagel loaded with cold smoked salmon capers tomatoes aioli. Nicely toasted large plain bagel thin slices of salmon covering both halves. Nice presentation of the two halves covered in aioli and a dollop of some type of cream cheese. Nice menu of choices and the place seemed very comfortable though very few tables and clean. Will definitely come back maybe for a lunch sandwich from my workplace across the street at Boston Medical Center,yes,,,,
Great little spot a little hard to find. Tried smoked salmon and cream cheese bagel. Delicious! Been a few times and everything was A+. Chocolate chip cookies are warm and tasty!,yes,,,,
This place is worth the walk. I can say that because I walked 1.8 miles to get to this place. It was all those great photos on yelp that did it for me. This place is close to a hospital and easily missed. It's kinda of like a lower level apartment  apartment.  When you walk in it's warm and inviting.  The people who work there are so happy are at least that is what they project. I had the turkey bagel sandwich. I added Boursin because they made it there. Yep you guessed right it was scrumptious. I wished I would have found this place sooner. The sandwich was a great size they caliche their own turkey and with a smile. My dude had the blt and the bacon did not disappoint. The thickness was perfect and it was not to salty.  When I make my health trip to Boston this place is a must stop.  Oh and those cookies just say eat me!! They are a lovely bunch of calories on your tummy.,yes,,,,
Blunch finds a way to pack four eggs worth of well egg in to a $5 breakfast sandwich. Give it up for casserole bakes!Herbed flavorful and fluffy the ova brick you'll find wedged between two halves of a tender grain-forward hard roll is more than substantial. For another buck and change you can bring the meat sliced ham bacon or sausage and you should definitely make it spicy - the house made spread is mayo based and pleasantly piquant in its heat.The breakfast menu is fairly limited with Egg and Bagelwiches dominating the morning board. You'll find a few pastries - scones muffins croissants and the like - along with a cooler of juices and a selection of hot dranks. The lunch stuff had me drooling/bookmarking a return visit for the midday. Expect to grab and go though as the counter stools fill quickly.The kicker? Fun little supporting efforts for local non-profits. Stuff a buck in to the water donation bucket for animal welfare or a bring a pair of socks for the homeless. Resulting warm fuzzies no charge.,no,,,,
Very good sushi - great location - great atmosphere.  I will return!,yes,,,,
Felt so sick after eating a couple pieces of tuna which were not cold and fresh but warm and mushy... Disappointed,no,,,,
Tried this place again and was once again disappointed.  This was a Monday night at 9pm.  There were only about 6 tables eating but we had to flag our waitress down 3 different times with effort.  Actually after 15 minutes with our menus closed the other server volunteered to take our initial order.  The agedashi tofu was good but room temperature.  The lobster gyoza were very plain and lacked flavor.  Our special scallop entree was good but not warm enough.  In fact none of our dishes arrived hot.  Finally the special sushi roll was ok but not special and at $18 for the roll was far overpriced.  Disappointing overall.,no,,,,
The stars are for the Chicken which is pretty good and authentic.  As for the rest of the menu though...the sushi was small lukewarm and tasted a little bland.  The rice they used was also weird which messed up the taste of the sushi overall.  The water also tasted old...like it came from rusted pipes.My girlfriend and I were excited to try this place out but were sad to say very disappointed.,no,,,,
Who goes to a sushi restaurant and doesn't have sushi?I DO! I DO!But for no other reason than that I was not in the mood. I wanted something warm and with the slight hangover I had sushi just wasn't cutting it.The veggie dumpling appetizer was delicious brought quickly and followed by a steaming bowl of really good miso soup.For my entree I ordered Miso Salmon: an enormous serving piled high with veggies cooked just right and a small salad. Only weird thing: the cold salad came on the same plate as my hot dinner. But alas forgive and forget because the salmon was delicious and the portion so big I even took some home.My boyfriend' sister also recommends dropping by for some of their take-out sushi...lots of specialty rolls at decent prices and a great selection of raw and cooked choices.If Brighton was my 'hood I would definitely make this a regular spot!,yes,,,,
I had an immense fear of sushi until the hubz coerced me into trying it.  We started at a few other places further down Beacon St. that get all the hurrah and I was lukewarm to it at best.  Then along came Fins.  Yum and Yum.Highly recommend:Lobster roll - huge hunks of cooked lobster tops the roll underneath.Crazy maki - enough bite of fire maki topped with spicy tuna can you tell I like things plopped on top?Miso salmon - nicely cooked fish with a sweet tangWe've tried a bunch of others and always high quality great taste.  Fast delivery to boot as noted by previous posters.  Plus silver bullet sized Sapporos make it all that much better.,yes,,,,
"Friends and I were headed over to the Extreme Sailing Event across the street. So it happened to be a restaurant of convenience since it was a few steps away. I've had friends who have dined at Morton's before at other locations and raved about their food and service. We arrived at about 7pm got seated at the outside patio almost immediately which was the ONLY highlight of our dining experience. Once we were seated our waiter offered us the wine and diner menu. I expected him to have a sales pitch about which were favorites or the special of the evening but no he didn't instead he simply said ""we are out of the prime rib"" and gave us a whole 2 minutes to look over the menu. My partner ordered the porter house steak $56 and I ordered the Chilean Sea bass $45. Our other two friends ordered the rib eye and a salmon dish. We passed on alcoholic beverages as we had planned on going to Lucky's around the corner where they had live band and planned on getting our drinking on over there. So here we are waiting and getting all excited about yummy delicious food. Well shit an hour must have gone by before 3 of our dishes arrived. The waiter says the salmon dish is on its way and gave our friend his broccoli side order. Who the hell knew ""on its way"" meant a whole 30 minutes later? What the heck?! How are you going to bring out 3 dishes? You wanted us to eat steak and seafood in front of our friend who was starving and nibbling on his $13 broccoli?! You expected us to wait for him to get his main dish while ours got cold? That was plain bull shit service if you ask me. And to make it worse when it did arrive it looked like a log that had been burning for hours!!! Dude salmon even grilled should have some color in it. At this point I felt like we were being punked or had gone into some low end cheap restaurant. But trust me when we received our bill I know we were at Morton's which I expected anyways... no big deal. Our waiter came by maybe once to ask us if everything was okay. All in the meanwhile I noticed he serviced the other tables around us a whole lot more. Here's the funny part of the evening. When the waiter came to pick up our plates including my friends broccoli plate which I didn't think he was done with since it was still full and his salmon plate hasn't arrived yet. The waiter took it and I said ""Sir I'm not sure my friend is done with that yet"". He puts it back down. The friend had stepped to the mens room. I roll my eyes and say sarcastically to my other friend ""I swear I don't even feel like leaving tip with everything that has gone wrong thus far"". Little did I know my friend whom never ... ever listens to me.......leaves a 3 cent tip!!!! At first I was pretty mad about it since friends and I have always always left generous tips. My family owns a restaurant and I've waitressed before. But after thinking about it our waiter really really didn't deserve it. he never even apologized about how long the salmon took nor when he took the broccoli plate. And as far as the food goes it was good but I've been to other places a thousand times better and have paid more. Here's another funny thing I happen to have my camera with me. Since I've heard great things about Morton's steaks I decided to record my partner as he took his first bite into his steak. And trust me it wasn't the ""Oh my gawd its soo good"" look. It was more the shear look of utter disappointment. I will post that on my page later this evening. Thumbs down for sure and never again at least this location. I'd love to be able to send the manager there an email about how bad our server was but our server didn't even have a name tag and I forgot to ask.",no,,,,
"Theres just something about these really shitty sub-par restaurants bars and clubs in boston that try to mimic places like LA or Miami emphasis on try that really makes me cringe.Ive eaten at cafeteria...only delivery i will never eat in the restaurant due to the fact its filled with pretentious ""were cool because we spray champagne and buy magnum bottles in clubs"" partying wannabe college kid losers who go more for the  social status this shameful place somehow brings them rather than good food.Food is terribly inconsistent some days it tastes great other days it looks absolutely horrible and tastes revolting!! They clearly do not use the same head chef every day i presume.Absolutely nothing to write home about u want some good food theres plenty of other places in boston with amazing food and atmosphere.",no,,,,
This place is disgusting.The food is gross.The service is terrible.And it's WAY over priced!The only reason anyone eats here is because they're pretty much the only place open when the bars close. When I first moved to the area I used to think this place was great when I was shitfaced but after eating there  ONCE while sober I  would rather stay hungry until the morning!I see everyone else here pretty much feels the same way!,no,,,,
"This place fucking sucks. The pizza fucking sucks. I got a beef shawarma wrap too. It fucking sucked. That shit tasted like wet dog food not that i've ever eaten or will ever eat dog food but if I were to I imagine that's what it would taste like. Also the prices are much too expensive for the ""quality"" of food they serve. Plus the place is just plain dirty. Why I ate there i'll never know. I will never fucking eat there again. That place is....you know....I bet I bet if the health dept walked in there they would get shut down in about 5 seconds.I REALLY can't believe that there are NO OTHER PLACES OPEN AFTER THE BARS LET OUT in this area. I grew up in a town of just under 80000 people. There were TONS of places open 24 hours. What gives?Did my review sound a little angry? Sorry.......just a little worked up.... ::deep breath::",no,,,,
Oceanaire was wonderful, it was exactly in tune with my taste both food-wise and asthetically. With decor aimed at achieving the feel of a 1930's ocean liner the interior was every bit as rich and classy as Kate Winslet and Leonardo DiCaprio led you to believe it was. The wine glasses were enormous as were the portions. Between my parents my brother and my boyfriend we sampled everything the restaurant week menu had to offer- end result? Fat and happy.Unfortunately this place is as pricey as a night at Ruth's Chris practicing the same meat/fish-comes-alone-and-each-side-costs-extra type of deal. We tried the sauteed garlic spinach yukon mashed potatoes and -per my adolescent request- salt and vinegar shoe-string fries. All delicious and all big enough to pass around the table.For dessert I had my tummy set on the banana-chocolate Baked Alaska, thus I forewent the pre-fixe items cheesecake key lime pie sorbets and indulged. Glad I did because the presentation flaming table-side and the taste a serious delight was incredible. And since my mom had brought my birthday presents early the dessert was comped without us even asking. Other fancy perks? An escort to the bathroom a valet/ waiting cab and my personal favorite- either a black or white napkin depending on what you are wearing in order to remain lint-free.,yes,,
Went to VeeVee for the first time on Friday evening.  I am a foodie but I found the menu very odd.  It's kind of expensive portions are small and tofu seems to be the only option on the menu for non-meat options.  The menu in general is sparse.  I had to really try to find something to order.The worst part is that so many items are deep fat fried.  The potato cakes were like eating greasy 'Tater Tots.  A lot of the flavor can be lost in veggie items that are heavy breaded and fried - kinda yucky.  The panna cotta for dessert was interesting but was barely set.  It's difficult to make a good panna cotta and to get the balance of the gelatin correct.  It just wasn't right somehow.I would not have gone to this restaurant if the others in my party hadn't selected it.  I am just not sure what the chef if trying to do with the menu.  I went away both wanting a burger and sort of not feeling well after all of the fried food.,no,,,,
This is where I have a brief moment of sanity at 6:30am, clean pleasant warm roomy creamy frothy caffeinated monopolized sanity with a  good soundtrack.I have switched to decaf sometimes as my middle school kids already give me that special kick in the morning. It's my overpriced gift to myself.  P.S. I   do refer to support small businesses when I can but I do need a quality cup of joe at this hour and with this conveinence...SO Starwhore on Huntington is very room and clean and the workers are really nice. Tip them.  They tend to play a lot of Nina Simone classical downbeat jazzy hip-hop and some nice ambient progressive electronic and more-- I ain't too proud to admit I like a lot of this Starwhore supported music!If I am desparate and need a lunch the turkey sandwitch is pretty good and it is only $35. I also have a fetish for their cheese plate that comes with many different kinds including brie fresh light bread with fruit in it and apples etc. Only $15.There is also yummy Coca-Cola-produced nutrient shakes and nasty robot-baked goods though the new berry Starwhore-shaped wheat muffin thing is salvagable--New at Star Whore!breakfast sandwitchs with re-heated fake egg fake sausage. It is kind of dry. Give me DD! The feta spinach fake egg on wheat wrap is pretty complicated for being bland. But I think it is a nutrition step up from the nearby BK breakfast sandwitch. At least I can get some protein in the morning even though it's kind of gross.StarWhore Newspaper highlighting an important current event!? I am not kidding!!Starwhore personal journals starwhore kitchen stuff starwhore teddy bears starwhore best friend aka SOY LATTE--,yes,,,
Goddamnit.  Methy Hobo beat me to the first review.The Old Stag List because I don't feel like writing complete sentences:- they do not have cider- they do have Mike's which is kinda gross- the bathroom is spectacularly awesomely nasty- and it's pretty clear people still smoke in it twinsets & pearls and/or pink hats probably shouldn't cross the Stag's threshold- no Clash on the jukebox- but it appears that they do have naked lady photo hunt- cheap- there is not an old stag head mounted anywhere- instead there is a black velvet painting of a deer- pool tables- damn strong gin & tonics- I was the only girl in the place besides the bartender for most of the night- Raucous pool tournaments every Monday night- founded in 1892 or some other date in the 1890s I admit I don't remember- spitting distance from my house- fun times,no,,,,
"Disgusting establishment. I speak for probably everyone who was there two weeks ago when their entire septic system was down. For 4 + hours they refused to allow people to use restrooms due to this issue. GUESS WHAT! That's illegal. The managers solution: ""you can go outside or to another bar"" to use a restroom. Good news is they gave us back our entry fee.Bad news is I got hit with the septic tube which was entering the building as I was leaving.  absolutely so gross.",no,,,,
"Should have read the reviews on this one first. I've got to make that more of a habit...Ordered from Allston Village tonight; mozzarella sticks roast beef club and a meatball sub. Delivery should be an hour sweet cool no prob.Hour and a half later I call back to ask if there's a problem. The guy says the driver already left it should be about ten minutes. I ask when the driver left; the guy says he's about to leave.Wait but you just said he already left?I ask the guy why they're running 30 minutes late. He says: ""So what? Why does it matter you should wait longer?""At which point I told him his customer service skills were terrible.Food gets here at the 2 hour mark and I'm just glad we actually got SOMETHING. The mozzarella sticks were fine but the bread for my club was not toasted it was STALE. Like solid-as-a-brick. My boyfriend's sub had weird ingredients and no cheese.This place is gross. Their food is gross. Their employees are gross. If it burns to the ground it would be a blessing to the foodie community.",no,,,,
